Life expectancy ,Alcohol,percentage expenditure,Hepatitis B,Measles , BMI ,under-five deaths ,Polio,Diphtheria , HIV/AIDS,GDP,Population,Schooling
71.7,1.88,657.5282797,73,0,49.9,13,65,73,0.4,3687.763767,15923559,10.7
71.4,1.93,582.1469583,85,0,49.3,13,84,85,0.4,3452.828934,15596214,10.7
71.3,2.02,484.7187892,96,0,48.6,13,94,96,0.4,3299.65139,1527156,10.6
71.1,2.16,457.7745845,88,0,47.9,14,88,88,0.4,3187.845296,14948919,10.5
77,2.14,443.3248254,94,0,47.2,14,94,94,0.4,2825.5247,1463417,10.5
76,2.14,445.4423371,92,0,46.5,15,92,92,0.4,2635.753474,1431628,10.4
79,2.21,472.2234994,95,0,45.9,15,96,95,0.4,2794.22189,146366,10.4
75,2.4,380.9632429,85,0,45.2,16,85,85,0.4,2489.955836,137286,10.1
69.7,2.38,352.0244894,89,0,44.5,17,9,89,0.4,2256.56724,133978,9.8
69.2,2.35,41.50845637,87,0,43.8,18,87,87,0.4,277.83438,139628,9.6
69.6,2.4,288.4016258,,0,43.1,18,88,87,0.4,1872.73783,12796925,9.3
69.4,2.45,249.3262948,,0,42.4,19,84,84,0.4,1753.349471,125478,9
69.3,2.41,25.25040918,,0,41.7,20,82,82,0.3,171.771491,1228848,8.8
68.4,2.53,225.0619956,,0,41.1,20,78,77,0.3,1568.376276,11924946,8.5
67.7,2.63,238.7369808,,0,4.4,21,8,81,0.2,1655.596261,1165743,8.2
59,,0,54,243,23.3,40,42,54,0.5,554.48766,1291533,8.8
58.1,0.01,50.57976483,51,175,22.7,41,42,51,0.5,561.997387,118559,8.6
58.8,0.01,5.140668848,63,53,22.2,41,63,63,1,54.169324,11536615,8.5
58.4,0.01,4.344930862,62,6,21.7,42,63,62,1.9,52.3485646,11281469,8.5
58.1,0.22,42.2547904,63,11,21.2,43,63,63,2,459.2912,113517,8.4
57.8,0.2,29.74734049,64,45,2.8,44,62,64,2.2,438.7513346,179417,8.3
57.3,0.18,24.84763562,57,264,2.3,46,6,57,2.3,436.6895539,1556524,8.1
56.8,0.21,19.68510257,57,89,19.8,47,59,6,2.3,437.4467238,1323142,7.9
56.4,0.19,1.399626733,57,3,19.4,48,46,63,2.4,49.456775,196727,7.6
55.6,0.16,10.3839337,,4,19,49,53,57,2.6,296.68382,9881428,7.1
54.7,0.21,1.099665984,,99,18.5,51,59,59,2.7,33.424498,9679745,6.6
54,0.34,18.93011259,,10,18.1,53,65,6,2.8,386.3288283,949229,5.1
53.3,0.18,2.39524067,,2497,17.7,55,61,57,2.9,37.1931781,939848,5.9
52.9,0.21,21.3378184,,2151,17.3,56,56,53,3,322.811171,9137345,5.5
52.5,0.17,19.89790929,,7408,16.9,58,52,5,3,315.83983,8971139,5.1
52.5,0.17,2.215986136,,11294,16.6,60,47,46,3,34.516918,888546,4.8
58.9,,0,87,153,26.3,6,87,87,3.2,596.8717189,177526,9.2
58.4,0.01,50.06053544,87,1,25.6,6,87,87,3.4,642.6256154,1725744,9.2
58.1,0.01,8.20063742,87,0,25,6,87,87,4.5,61.566347,1681495,9.1
57.6,0.01,0.948526366,87,0,24.3,6,87,87,5.3,67.7518833,1638139,9.1
57.1,3.57,40.45367358,86,0,23.7,7,85,86,5.7,692.69989,1596154,9
56.7,3.21,53.30782696,83,26,23.1,7,82,83,5.9,543.957418,155588,8.9
56.3,2.55,47.12969266,8,0,22.5,7,78,8,6,544.222779,1517448,8.9
55.6,2.64,28.30191127,,12,21.9,7,77,77,6,583.5445622,148841,8.8
55,2.98,31.06932595,,1,21.3,7,76,74,5.7,481.694976,1445958,8.8
54.4,3.22,21.53374936,,0,2.7,8,74,71,5.6,418.94454,1412669,8.3
53.9,3.1,22.09757984,,0,2.1,8,73,68,5.4,424.9534585,138838,8
53.5,2.58,13.52999556,,3526,19.6,8,69,64,5,393.3138244,135345,7.7
53,2.16,2.527115422,,1158,19,8,65,6,4.6,36.5718585,132122,7.4
52.8,2.47,24.65761755,,298,18.5,8,61,57,4.1,321.481324,1293523,7.1
52.5,2.55,0.868708478,,126,17.9,9,56,53,3.6,39.486749,1267512,6.7
52.1,2.84,6.699418747,,0,17.4,9,52,49,3.1,297.7519443,1243229,6.4
66.2,,0,95,0,46.7,1,92,95,0.3,4136.689919,768514,10.3
66,7.64,4.141293345,98,0,45.9,1,97,98,0.3,43.82321,763393,10.3
65.9,7.56,345.9044258,98,0,45,1,98,98,0.3,3944.178173,75881,10.3
65.8,7.57,497.4719464,97,0,44.1,1,97,97,0.3,3785.935665,75391,10.6
65.6,7.56,536.2332523,93,0,43.2,1,93,93,0.4,3439.597513,7491,10.3
65.9,7.52,48.02859441,95,0,42.4,1,95,95,0.4,326.281212,746556,10.2
66.1,7.49,466.6693698,98,0,41.6,1,97,98,0.3,2716.35256,745693,10.5
66.3,7.32,493.3279293,93,0,4.9,1,93,93,0.8,2576.124957,746314,10.7
65.7,7.2,362.8702271,94,0,4.3,1,94,94,1.9,2327.58324,747869,11.2
65.2,7.04,170.6325842,93,0,39.6,1,92,93,1.1,1945.6395,74961,11.7
65,7.35,17.46405901,93,0,39,1,93,93,1.8,198.455216,75946,11.4
65.1,7.84,1.776181042,91,0,38.4,1,91,91,1.9,145.58861,751652,11.2
65.3,7.93,16.47949015,9,0,37.8,1,91,9,2.1,986.7958173,751857,11.1
65.3,7.73,10.9363388,91,0,37.1,1,93,91,2.3,96.8674827,751884,11
65.4,6.71,15.54978677,85,0,36.4,1,9,85,1.7,925.582546,752263,10.9
65.4,6.63,16.75480888,,0,35.7,1,79,88,1.1,946.599372,75331,10.9
63.5,,0,6,0,49.9,18,56,6,0.5,814.5463952,171161,9.1
63.1,0.01,5.103249438,48,0,48.8,19,55,48,0.5,83.1148117,1572466,9.1
62.7,5.68,4.989712322,68,0,47.7,19,67,68,0.5,81.265673,1431776,9.1
62.3,5.68,26.37942542,,0,46.5,20,67,67,0.8,766.8437623,128921,8.9
62.3,5.68,4.106484317,,0,45.3,20,67,68,1.5,74.9358452,114554,8.7
36.3,5.76,36.2929176,,0,44.2,58,66,66,1.9,662.2795182,9999617,8.6
62.5,5.85,41.30079452,,0,43,21,65,65,2,668.297646,985287,8.5
62.1,5.95,63.83195683,,0,41.8,22,64,63,2.4,674.7564147,97529,8.4
61.8,6.08,56.77858733,,0,4.7,23,62,63,2.7,615.8198192,9556889,8.4
61.1,6.18,6.995556386,,0,39.6,23,61,6,3.3,55.47626,949457,8.3
65,5.57,38.10904264,,0,38.5,24,6,6,3.9,465.311876,926344,8.2
58.7,6.1,64.39853344,,0,37.5,24,58,55,4.3,387.9429725,9119178,8.1
59.7,6.64,44.25687135,,0,36.5,25,56,53,4.6,329.782946,8976552,8.1
59.3,6.1,50.28558223,,0,35.6,26,54,48,4.8,393.16327,8834733,8
58.9,6.22,60.77815868,,159,34.8,27,52,45,5,413.7383164,8692567,7.9
58.6,4.79,74.46033036,,992,34,28,5,41,5.1,462.486524,85492,7.8
74.6,,0,97,0,51,4,97,97,0.3,2326.15856,896829,11.2
74.5,2.87,345.3776344,97,0,5.2,4,97,97,0.3,2242.711912,889216,11.4
74.3,3.11,311.7553193,97,0,49.3,4,97,97,0.4,2136.77395,8657785,11.6
74.1,3.11,363.5721644,97,0,48.4,4,97,97,0.4,2178.38325,855646,11.6
73.9,3.1,32.16407994,97,0,47.6,5,97,97,0.4,212.584798,83516,11.7
73.6,3.1,302.1057507,97,0,46.8,5,97,97,0.4,1932.85829,8194778,11.5
73.4,3.08,286.1211446,97,0,45.9,5,97,97,0.5,1815.489496,83521,11.3
73.2,3.14,231.9112915,92,0,45.1,5,93,93,0.6,1751.595857,7872658,11.1
73,3.16,222.4823338,93,0,44.3,6,94,94,0.7,1592.572182,777972,10.9
72.8,3.23,192.9297829,94,0,43.5,6,94,95,0.8,1437.628785,754146,10.8
72.5,3.23,203.7134882,97,0,42.8,6,98,98,0.9,1311.741714,737343,10.6
72.2,3.02,188.2499208,93,0,42,7,94,94,1.2,1217.657961,724153,10.4
71.9,3.04,194.4335736,91,0,41.2,7,92,92,1.4,1157.3427,733821,10.3
71.6,3.09,154.8636161,94,0,4.4,7,95,95,1.5,1132.8721,6863157,10.1
71.3,2.74,15.36175284,95,0,39.6,8,99,96,1.6,113.4546,669361,9.9
71,2.61,28.80831098,93,0,38.8,8,88,94,1.7,188.783165,6524283,9.8
75.8,,0,,0,64.8,0,99,99,0.1,12365.6263,984328,15.6
75.6,0.01,160.9449342,,0,64.2,0,99,99,0.1,14117.97668,9866468,15.8
75.5,10.88,155.1952076,,1,63.6,1,99,99,0.1,13613.6147,989382,15.4
75,11.27,164.2793407,,2,63,1,99,99,0.1,12834.32349,992362,15.4
74.8,11.51,17.82121883,,5,62.4,1,99,99,0.1,1448.87958,9971727,15.4
74.5,10.78,19.22023996,,0,61.7,1,99,99,0.1,1325.53379,123,15.3
74.2,11.46,1281.155944,,1,61.1,1,99,99,0.1,12967.16543,12265,15.3
74.1,11.64,181.7634078,,0,6.5,1,99,99,0.1,15669.25929,138188,15.3
73.5,12.55,163.3433278,,0,59.9,1,99,99,0.1,13842.6549,15578,15.3
73.4,13.16,1299.459306,,1,59.3,1,99,99,0.1,11398.76584,17137,15.2
72.9,12.94,1317.08348,,2,58.8,1,99,99,0.1,11161.72441,18765,15
72.9,13.28,146.8608016,,0,58.2,1,99,99,0.1,1259.5266,117146,15.3
72.5,13.24,1030.220271,,0,57.6,1,99,99,0.1,8396.25323,1129552,14.9
72.5,13.29,8.98619805,,0,57.1,1,98,99,0.1,665.6443,115868,14.6
72.3,13.18,7.601092416,,20,56.6,1,99,99,0.1,527.85364,1187576,14.2
71.7,12.22,75.36251406,,1,56.1,1,99,99,0.1,4623.46712,121971,13.9
82.7,,0,,0,61,0,92,92,0.1,5734.4436,33815,19
82.5,7.45,8254.020763,,0,6.6,0,9,9,0.1,52473.11356,327386,19
82.4,7.31,764.5440691,,0,6.2,0,91,91,0.1,4781.3888,323764,19
82.5,7.81,6818.546407,,0,59.7,0,89,89,0.1,44333.8518,32716,18.7
82.1,8.13,7.0480925,,0,59.3,0,95,95,0.1,46.217,31914,18.6
81.8,8.25,6005.575763,,0,58.9,0,96,96,0.1,41676.44527,31841,18.4
81.6,10.22,687.5776358,,0,58.5,0,96,96,0.1,4461.89251,318499,18.4
81.4,8.49,7613.814999,,0,58.1,0,98,98,0.1,55575.29196,317414,18.2
81.3,7.53,12042.97366,,0,57.8,0,97,97,0.1,68348.31817,311566,18.2
81.1,7.2,1003.139804,,0,57.4,0,97,97,0.1,5613.54115,33782,18.1
81,7.05,10631.20379,,0,56.9,0,95,95,0.1,56249.7555,296734,17.9
88,6.79,8506.101443,,0,56.5,0,99,99,0.1,46917.27216,29274,18.3
87,6.61,725.4853161,,0,55.9,0,97,97,0.1,3944.999,289521,17.6
84,6.61,5948.096777,,0,55.4,0,95,95,0.1,31996.2172,287523,17.2
80,6.37,5048.274426,,0,54.8,0,92,92,0.1,28585.9254,284968,17.1
79.7,6.17,5809.12199,,0,54.2,0,98,98,0.1,31813.37344,28125,16.8
68.3,,0,87,90387,18.7,1100,86,87,0.2,1613.18878,1395398,11.6
68,3.07,86.52153895,79,79563,18.1,1200,84,85,0.2,1573.11889,1293859294,11.6
67.6,3.11,67.67230438,7,13822,17.5,1300,82,83,0.2,1452.195373,127856227,11.5
67.3,3.1,64.96964491,73,18668,17,1400,79,82,0.2,1446.98541,126365852,11.3
66.8,3,64.6059005,44,33634,16.4,1500,79,82,0.2,1461.671957,124723629,10.8
66.4,2.77,57.73359864,38,31458,15.9,1600,76,79,0.2,1345.77153,12398691,10.4
66,2.5,0.844186331,37,56188,15.4,1700,73,74,0.2,19.317765,121427132,10.5
65.5,1.93,43.03043312,29,44258,14.9,1800,69,7,0.3,991.484634,119714696,10.2
65.2,1.59,5.234770324,6,41144,14.4,1900,67,64,0.3,118.166373,1179681239,9.9
64.8,1.37,34.85942671,6,64185,13.9,2000,66,65,0.3,792.259698,1161977719,9.7
64.4,1.27,3.5096369,8,36711,13.5,2000,65,65,0.3,77.819,1144118674,9.4
64,1.2,27.33800857,6,55443,13,2100,58,63,0.3,621.3183767,1126135777,9.2
63.7,1.19,19.4808682,,47147,12.6,2200,57,61,0.3,541.1352279,11827848,8.6
63.3,1.1,17.81205644,,40044,12.2,2300,58,59,0.3,466.2842,18987112,8.4
62.9,1,19.00340606,,51780,11.8,2400,58,59,0.3,447.138966,171477855,8.3
62.5,0.93,19.26615743,,38835,11.4,2500,57,58,0.3,438.864634,1535912,8.3
69.1,,0,78,15099,27.4,136,8,78,0.3,3336.16686,258162113,12.9
68.9,0.09,200.0684443,78,12943,26.5,142,8,78,0.3,3491.595887,255131116,12.9
68.7,0.09,22.8478308,85,8419,25.6,148,86,85,0.3,362.663981,25232263,12.9
68.5,0.08,254.4688257,83,15489,24.7,154,84,83,0.3,3687.953996,248883232,12.6
68.3,0.08,211.8783404,81,21893,23.8,161,81,81,0.3,3634.27685,24577511,12.3
68.1,0.08,190.5453646,83,18869,22.9,167,82,81,0.3,3113.48635,242524123,12.1
67.9,0.08,125.7980678,82,20818,22.1,174,85,78,0.3,2254.44566,23934478,11.7
67.7,0.07,10.26341108,82,15369,21.3,181,83,77,0.2,216.52766,236159276,11.7
67.5,0.06,102.633435,76,19456,2.5,188,77,73,0.2,1855.93915,232989141,11
67.3,0.06,72.0159316,66,20422,19.7,194,78,72,0.1,1586.254,22983822,10.9
67.2,0.06,5.381782562,65,15853,19,201,79,72,0.1,126.928834,22671273,11.1
65.3,0.06,55.36107207,64,29171,18.2,237,79,71,0.1,1148.56996,223614649,11
66.9,0.05,8.460155758,64,24457,17.5,215,8,71,0.1,164.59447,22545214,10.8
66.7,0.05,43.17867291,63,14492,16.7,222,8,7,0.1,899.5556857,2175859,10.6
66.5,0.06,33.95837125,62,3825,16,229,77,76,0.1,747.9817455,2145652,10.6
66.3,0.06,3.43334364,65,3344,15.4,237,72,75,0.1,78.92744,21154429,10.7
75.5,,0,98,615,59.7,21,98,98,0.1,,,14.8
75.4,0.01,0,99,99,58.5,22,99,99,0.1,,,14.9
75.3,0.01,0,99,189,57.2,23,98,98,0.1,,,15
75.1,0.01,0,98,332,56,24,99,99,0.1,,,13.6
74.7,0.03,0,99,73,54.8,25,99,99,0.1,,,13.1
74.1,0.03,0,99,538,53.6,26,99,99,0.1,,,12.9
73.3,0.03,0,99,262,52.5,27,99,99,0.1,,,12.8
72.7,0.02,0,99,127,51.4,28,99,99,0.1,,,12.1
72.4,0.02,0,97,133,5.4,29,98,99,0.1,,,11.8
72.2,0.02,0,98,220,49.4,30,99,98,0.1,,,11.4
72,0.01,0,94,7,48.5,32,95,95,0.1,,,11.4
71.8,0.01,0,95,3,47.6,33,98,99,0.1,,,11.8
75,0.01,0,98,11644,46.9,35,99,99,0.1,,,11.8
71.2,0.01,0,99,9554,46.2,37,99,99,0.1,,,11.9
78,0.01,0,94,9582,45.5,40,95,96,0.1,,,11.6
73,0.01,0,99,11874,44.9,43,99,99,0.1,,,11.6
68.9,,0,56,1433,59.1,38,63,58,0.1,4974.2693,36115649,10.1
67.9,0.01,43.5240801,62,1317,58.5,39,67,64,0.1,673.74737,3568,10.1
69.5,0.01,447.3695001,66,669,57.8,39,7,68,0.1,6925.22446,33883145,10.3
76,0.01,429.6625083,61,15,57.2,39,7,69,0.1,6651.12242,32776571,10.5
77,0.17,285.119726,77,15,56.5,39,8,79,0.1,5854.614497,3172753,10.4
76,0.19,21.82252494,72,492,55.8,39,74,74,0.1,452.74948,376271,10.4
74,0.2,185.6366983,75,30328,55.2,39,78,78,0.1,3735.144836,29894652,10.3
69.3,0.17,192.1562998,66,5494,54.5,38,71,69,0.1,4521.3247,29111417,10.3
65.9,0.14,146.7606488,56,230,53.8,38,74,57,0.1,3129.224922,2839433,10.2
64.7,0.03,75.25799773,59,474,53.2,38,63,59,0.1,2351.812429,27697912,10.2
66.8,0.18,59.18845152,65,908,52.5,37,69,65,0.1,1849.63911,278426,10.1
67.2,0.32,44.12059646,62,9081,51.9,37,69,74,0.1,1391.816923,2631669,9.8
66.5,0.07,0,63,0,51.3,37,73,75,0.1,,25627626,9.4
74,0.15,0,65,0,5.6,37,76,77,0.1,,24939299,9.1
72,0.17,0,66,4088,5.1,37,8,78,0.1,,24251649,8.7
70,0.2,0,67,726,49.5,37,83,8,0.1,,23565413,8.6
81.4,,0,95,4,62.8,0,95,95,0.1,6664.144,4676835,18.6
81.2,10.75,746.3670453,95,33,62.1,0,96,96,0.1,5553.32623,4617225,18.6
81,10.49,703.5527332,95,51,61.3,0,96,96,0.1,5234.76736,4598294,18.6
85,11.49,6616.695125,95,107,6.5,0,95,95,0.1,49231.36254,4586897,18.5
84,11.72,6386.95437,95,285,59.7,0,95,95,0.1,52567.52568,4576794,18.5
86,11.88,4509.234803,46,443,58.9,0,94,94,0.1,48538.58776,456155,18.2
79.7,11.41,7620.823456,,164,58.2,0,94,94,0.1,51983.78892,4535375,17.9
79.8,12.66,9528.230574,,57,57.4,0,93,93,0.1,61235.415,4489544,17.9
79.5,13.59,9797.552661,,64,56.6,0,92,92,0.1,61388.17457,4398942,17.6
79,13.44,9126.931178,,87,55.8,0,91,91,0.1,54326.9713,4273591,17.6
78.7,13.31,973.681333,,95,55.1,0,9,9,0.1,5886.82789,4159914,17.5
78.3,13.32,8040.220444,,334,54.4,0,89,89,0.1,47631.6377,47262,17.1
78,13.24,675.2134725,,584,53.6,0,86,86,0.1,4117.15532,3996521,16.8
77.4,14.17,5092.383814,,243,52.9,0,83,83,0.1,32539.1937,3931947,16.5
77,14.27,4264.579203,,241,52.2,0,84,84,0.1,28223.55528,3866243,16.4
76.4,14.07,3794.581463,,0,51.5,0,86,86,0.1,26241.91883,385174,16.2
82.5,,0,96,80,64.9,1,95,95,0.1,35729.37253,8381,16
82.2,2.62,4348.33531,97,6,64.6,1,95,95,0.1,37582.84624,82157,16
82.1,2.69,4279.895512,97,50,64.2,1,96,96,0.1,36393.66932,8595,15.9
81.8,2.78,3830.184587,97,211,63.8,1,94,94,0.1,32569.59683,7915,15.9
81.8,2.67,3793.161624,98,70,63.4,1,94,94,0.1,33657.15727,77658,15.8
81.7,2.63,409.4109292,97,23,63,1,95,95,0.1,3661.994,76236,15.7
81.5,2.55,508.6645438,98,5,62.6,1,96,96,0.1,27795.87671,74856,15.6
81,2.47,471.5533294,99,931,62.1,1,94,94,0.1,29657.4421,7388,15.8
84,2.33,4.3451016,99,539,61.6,1,95,95,0.1,258.637,7181,15.7
84,2.23,33.58620657,96,9,61.1,1,94,95,0.1,2195.1769,7537,15.7
80,2.41,250.9343317,96,2,6.6,1,95,93,0.1,2611.17931,6931,15.8
81,2.23,1895.342792,99,116,6.1,1,95,95,0.1,19888.172,689,15.9
79.7,2.32,1731.755747,98,124,59.6,1,93,93,0.1,18946.99942,66897,16
79.3,2.47,1701.195787,98,2,59.2,1,91,9,0.1,18431.15696,657,15.3
79.3,2.53,22.27332618,96,19,58.7,1,93,92,0.1,236.19646,6439,15.1
78.9,2.53,199.9341033,98,36,58.3,1,93,93,0.1,2152.1432,6289,15.2
82.7,,0,93,159,63.6,2,93,93,0.1,349.14755,673582,16.3
82.5,7.56,4831.644796,95,0,63.1,2,95,95,0.1,35396.66517,678914,16.3
82.3,7.35,483.1916844,96,0,62.6,2,96,96,0.1,3537.27441,6233948,16.5
82,7.49,4793.904924,96,376,62.1,2,96,97,0.1,34814.12436,59539717,16.6
82,6.98,5439.691769,96,5189,61.5,2,96,96,0.1,38334.68477,59379449,16.4
81.8,6.95,5219.668802,96,372,61,2,96,96,0.1,35849.37364,59277417,16.4
81.6,7.25,5243.316638,96,351,6.5,2,96,96,0.1,36976.84512,5995365,16.3
81.5,7.96,66.37840495,96,1617,59.9,2,96,96,0.1,464.18465,58826731,16.3
81.3,8.37,5228.821581,97,321,59.4,2,97,97,0.1,37698.78573,5843831,16.1
81.2,8.44,473.1915451,96,439,58.8,2,97,96,0.1,3341.7482,58143979,16
88,8.65,4506.255963,96,135,58.2,2,97,95,0.1,31959.26215,57969484,15.8
89,8.98,4270.914882,96,599,57.6,3,97,94,0.1,31174.56118,57685327,15.6
79.9,9.3,3519.258515,95,10982,57,3,97,96,0.1,27387.2258,5731323,15.4
80,9.25,2883.334911,95,9385,56.4,3,96,93,0.1,22196.5736,57597,15.2
79.8,9.69,3.1222302,95,0,55.7,3,96,93,0.1,24.819,569741,14.9
79.4,9.78,31.50582204,94,1457,55,3,97,87,0.1,251.2426,5694218,14.8
76.2,,0,91,0,54.2,1,91,91,0.5,4965.989857,2871934,12.8
75.8,3.83,427.3054534,92,0,53.5,1,93,92,0.5,4855.743789,286287,12.8
75.6,3.79,5.457289334,93,0,52.7,1,86,93,0.6,56.144952,285187,12.8
75.3,3.65,37.17108782,96,0,52,1,96,96,0.5,521.33363,284992,12.8
75.2,3.58,33.17529686,92,1,51.2,1,93,92,0.6,513.549487,2829493,12.8
75,3.55,396.6270975,94,0,5.5,1,94,94,0.5,4682.728424,281721,12.7
74.7,3.33,235.7067417,9,0,49.7,1,9,9,0.6,4293.383274,28482,12.7
74.5,3.51,31.76575838,92,2,48.9,1,91,91,0.4,492.492378,279122,12.6
74.2,3.64,25.62349238,92,0,48.1,1,94,92,0.9,462.517913,2775467,12.5
74,3.63,194.092569,97,0,47.2,1,99,95,1.5,4313.1682,276279,12.5
73.5,3.59,16.97511622,99,0,46.3,1,99,99,1.9,482.24762,2744673,12.4
73.3,3.67,192.3226305,98,0,45.4,1,97,98,2.3,3719.97351,2728777,11.1
73.1,3.48,155.5884677,36,0,44.5,1,99,96,2.3,3465.221998,2712511,11.9
73,3.76,211.1143318,,0,43.5,1,99,99,2.3,3596.496282,2695446,11.7
72.7,3.89,160.2382416,,0,42.5,1,99,99,2.2,3394.878,267711,10.9
72.6,3.46,24.82762854,,0,41.6,1,95,93,2.2,336.8742,2656864,11.4
83.7,,0,,35,29,3,99,96,0.1,34474.13736,127141,15.3
83.5,0.01,88.83362243,,462,28.6,3,99,96,0.1,3896.21151,127276,15.3
83.5,7.55,94.43428615,,229,28.2,3,99,96,0.1,4454.44746,127445,15.3
83.3,7.39,121.5869163,,228,27.8,3,99,97,0.1,4863.47665,127629,15.3
82.5,7.39,9498.729062,,434,27.4,4,96,97,0.1,48167.99727,127833,15.1
83,6.9,863.0061491,,450,26.9,4,98,97,0.1,4457.67639,1287,15.1
83,7.09,899.1785285,,741,26.4,4,99,97,0.1,4855.17564,12847,15
82.7,7.11,7313.175418,,11015,25.9,4,98,98,0.1,39339.29757,12863,15
82.6,7.29,6599.995239,,0,25.4,4,97,98,0.1,35275.22843,1281,15
82.4,7.49,6502.136974,,520,24.9,4,95,98,0.1,35433.98896,127854,14.9
82,7.99,6799.664423,,0,24.4,4,95,98,0.1,37217.64873,127773,14.9
82.1,7.7,6746.281299,,8752,23.8,4,97,99,0.1,37688.72234,127761,14.8
81.9,7.83,578.7254273,,8286,23.4,5,97,97,0.1,3488.3992,127718,14.8
81.8,7.87,5250.249188,,33812,22.9,5,89,96,0.1,32289.3554,127445,14.7
81.5,8.03,5486.51208,,22552,22.5,5,81,95,0.1,33846.46564,127149,14.6
81.1,7.97,5926.296654,,22497,22.2,5,98,85,0.1,38532.488,126843,14.5
74.1,,0,99,0,65.6,4,99,99,0.1,496.99275,915932,13.1
74,0.41,63.8784522,98,20,64.8,4,98,98,0.1,466.94775,88936,13.1
73.9,0.4,546.6235156,98,120,64,4,98,98,0.1,3992.86717,8413464,13.1
73.7,0.41,67.70171064,98,3,63.2,4,98,98,0.1,387.753211,7992573,12.9
73.6,0.43,68.86623298,98,0,62.4,4,98,98,0.1,387.324145,7574943,13.1
73.4,0.51,715.9709092,98,0,61.7,4,98,98,0.1,3679.19275,718239,13.2
73.3,0.59,668.7447334,98,0,6.9,4,98,98,0.1,3492.1396,6821116,13.6
73.1,0.61,535.2786404,97,2,6.1,4,98,97,0.1,3385.69665,6489822,13.6
73,0.6,373.2628643,98,41,59.3,4,98,98,0.1,2762.86354,6193191,13.6
72.8,0.59,313.3626015,98,1,58.6,4,98,98,0.1,2537.349,5934232,13.7
72.4,0.55,27.44252286,95,28,57.8,4,95,95,0.1,223.83787,5714111,13.8
72.5,0.54,32.52523612,95,21,57,4,95,95,0.1,261.456882,5535595,13.5
72.3,0.54,228.7838108,97,76,56.3,4,97,97,0.1,1889.213962,5396774,13.2
72.1,0.54,259.1572375,95,19,55.5,4,95,95,0.1,1812.288374,5287488,13
71.9,0.55,248.697463,97,61,54.8,4,97,99,0.1,1728.2659,5193482,12.7
71.7,0.49,227.296617,93,32,54,4,94,91,0.1,1657.889256,51313,12.6
72,,0,98,526,53.1,5,98,98,0.1,159.9817,17544126,15
69.9,6.29,24.44473709,95,321,52.3,5,95,95,0.1,1286.56511,17289224,15
69.5,6.48,26.4072659,99,73,51.4,6,98,98,0.1,1389.8561,1735275,15
69.1,6.82,235.3566066,95,55,5.6,7,98,99,0.1,12387.18982,16791425,14.7
68.5,6.63,179.170133,99,127,49.9,7,99,99,0.1,11634.42422,165566,14.4
67.8,6.83,11.1516268,99,4,49.2,8,98,99,0.1,97.649972,16321581,14.5
67.8,6.64,808.243302,99,0,48.5,8,99,98,0.1,7165.2775,169271,14.6
66.6,7.6,708.3285785,99,20,47.9,9,99,99,0.1,8513.564645,15674,14.6
65.3,7.44,499.730412,94,13,47.3,9,94,93,0.1,6771.414797,15484192,14.7
65,7.08,76.19868936,99,109,46.8,9,99,99,0.1,5291.57565,153884,14.3
64.6,6.94,351.8603267,94,16118,46.3,9,99,98,0.1,3771.278957,1514729,13.9
64.7,6.55,33.91660183,99,2204,45.8,9,99,82,0.1,2874.288291,1512985,13.5
64.4,6.58,23.43400762,99,24,45.3,9,99,99,0.1,268.123657,149918,13.1
64.7,5.99,145.1022528,95,18,44.8,9,95,95,0.1,1658.31146,14858948,12.7
64.4,5.75,12.60883976,95,94,44.4,10,95,95,0.1,149.926751,14858335,12.3
63.9,6,112.541157,99,245,43.9,10,96,97,0.1,1229.958,14883626,12.1
63.4,,0,89,95,22,75,83,89,2.8,1349.97144,47236259,11.1
62.9,0.01,170.9626624,92,354,21.3,79,93,92,2.9,1335.6458,462425,11.1
62.6,1.84,165.9304977,93,190,2.7,81,94,87,3,1229.114798,44826849,11.1
62.1,1.81,154.2269697,94,0,2.1,84,94,94,3,1155.2582,43646629,11.1
61.2,1.8,109.7051836,96,2395,19.5,86,97,96,3.4,987.4453967,42486839,11.1
63,1.73,56.58984221,9,95,18.9,89,9,9,4.3,967.34773,4135152,11.1
59.1,1.86,7.146851404,88,1218,18.4,91,89,88,5,92.816252,423724,10.7
57.9,1.71,60.5153506,88,1282,17.9,95,88,88,6.4,916.8992515,39148416,10.4
56.8,1.97,59.83361364,81,1516,17.3,100,76,81,9.1,839.181117,388599,10.1
55.3,1.76,52.60385429,8,1847,16.9,104,77,8,10.3,697.66385,37525,9.7
54.1,1.82,39.55677502,76,153,16.4,108,7,76,11.6,519.7999346,3648288,9.6
53,1.43,36.29775249,73,20,15.9,112,73,73,13.2,458.8843551,3574931,8.9
52.4,1.49,35.85204668,73,65,15.5,115,75,73,14.5,436.6875357,3413852,8.2
52.1,1.66,32.73674134,84,766,15.1,118,83,84,15.7,395.8493511,332149,8.5
51.9,1.63,3.847602867,,11304,14.7,120,77,8,16.9,41.7763612,32321482,8.4
51.9,1.51,0.681685555,,21002,14.4,121,8,82,18.1,43.9797132,3145483,8.4
66.3,,0,82,0,77.6,0,8,78,0.1,1424.483611,11247,11.9
66.1,0.01,97.87193319,75,0,77.1,0,79,75,0.1,1684.54274,11458,11.9
